"","ticker","yearOverYearGrowth","dividendYield"
"127","CCI",-26.6712477233261,1.059383145697
"128","CSX",-15.1621648648649,0.318572804032265
"129","CMI",11.464651837923,0.637511663824069
"130","CVS",9.4935961833438,0.540062864888565
"131","DHI",-20.0751145539906,0.293702997167423
"132","DHR",-14.8993400887744,0.0941690483808214
"133","DRI",-3.5332801616605,0.84255970445958
"134","DVA",-28.5602645602734,0
"135","DE",22.0856856065741,0.257326984522499
"136","DAL",-6.99480865258075,0
"137","XRAY",-40.4292663414634,0.409433330840703
"138","DVN",53.0612280394533,2.34848484848485
"139","DXCM",-13.9316731777111,0
"140","FANG",27.4031075138987,1.61014532908132
"141","DLR",-34.1253617021968,1.11405349074873
"142","DFS",-8.92605561489535,0.579934279720996
"143","DISH",-55.5315884273779,0
"144","DG",8.80367014340202,0.223069437240992
"145","DLTR",6.52394353117112,0
"146","D",-20.3629053665886,1.12742616033755
"147","DPZ",-27.3330811051478,0.290436718868794
"148","DOV",-18.1046505813953,0.358511995183075
"149","DOW",-5.50964177209106,1.36054419124307
"150","DTE",0.0526621609760358,0.776383906945941
"151","DUK",-1.63560076235927,1.01279851820623
"152","DRE",-21.0612508833729,0.580912851018406
"153","DD",-8.16883246753247,0.466694957809291
"154","DXC",-12.8928800513149,0
"155","EMN",-22.5844125127118,0.881568273768336
"156","ETN",-7.30091894407757,0.507518777912828
"157","EBAY",-34.4574350351104,0.503087125543106
"158","ECL",-35.1584624445656,0.33777070210707
"159","EIX",-4.40917101103511,1.07626074605995
"160","EW",-36.4067857011546,0
"161","EA",2.28684007858546,0.145974181131709
"162","LLY",50.2620342642066,0.267029972752044
"163","EMR",3.65853783356,0.546218504607726
"164","ENPH",48.3912651085008,0
"165","ETR",10.0629563167858,0.927290067833348
"166","EOG",49.4719089887641,0.563782609665358
"167","EFX",-32.1084864391951,0.201030927835052
"168","EQIX",-14.873791034355,0.453037530418182
"169","EQR",-26.9582309383316,0.99002057674607
"170","ESS",-37.5860475382093,1.01950974158473
"171","EL",-32.1583867530598,0.280159603700148
"172","ETSY",-41.4638306382979,0
"173","RE",23.9926739331163,0.497392441228358
"174","EVRG",-12.5094099051633,1.05471440218022
"175","ES",-2.38982982501551,0.761972981178563
"176","EXC",9.53698666305811,0.809387011943822
"177","EXPE",-40.456565921965,0
"178","EXPD",-11.7670245155366,0.597680652947023
"179","EXR",-23.9279852852576,0.954319930527036
"180","XOM",69.8748829002246,0.859301211344642
"181","FFIV",-33.9707063596052,0
"182","FAST",-18.6402808809448,0.608081600627697
"183","FRT",-18.0033611060703,1.00605497915333
"184","FDX",-28.6043788976575,0.651779634416463
"185","FIS",-32.7894706742522,0.648275862068965
"186","FITB",-25.0455828385236,1.00334451211142
"187","FRC",-44.4007604940029,0.224625629566364
"188","FE",5.17066506218364,0.944538606332318
"189","FISV",-0.774138795205681,0
"190","FLT",-13.080954618016,0
"191","FMC",22.9982166807305,0.404487525028524
"192","F",-31.704834605598,1.1177347242921
"193","FTNT",-14.6244928922458,0
"194","FTV",-10.8822771490227,0.104368570150589
"195","FBHS",-41.256076431907,0.454250494066361
"196","FOXA",-12.5085119774462,0.777846943928032
"197","FOX",-11.3489684075641,0.826993053258353
"198","BEN",-17.7757550896384,1.07169257471148
"199","FCX",2.25130884158877,0.384024567741306
"200","GPS",-13.8068181818182,0.988793671720501
"201","GRMN",-30.9632360294118,0.77750559993083
"202","IT",11.5379721417608,0
"203","GNRC",-73.9447136291817,0
"204","GD",25.635002,0.501452612704221
"205","GE",-10.3416120153543,0.0923680857595187
"206","GIS",33.4371165453648,0.629957995450793
"207","GM",-36.0860285667378,0.23118417672746
"208","GPC",39.0731999812864,0.484123992105912
"209","GILD",26.4224145523682,0.829639750645295
"210","GPN",-20.8515640625,0.246767352616076
"211","GL",29.3118544996452,0.175143142890819
"212","GS",-6.12327272626288,0.676626590227096
"213","HAL",59.8695652173913,0.326353005167256
"214","HBI",-63.042223074481,2.34741784037559
"215","HAS",-36.2558993672793,1.1028832345536
"216","HCA",-0.93876904497241,0.239050632610148
"217","PEAK",-23.424215085775,1.14854513213839
"218","HSIC",11.0762099006254,0
"219","HES",76.6248625364246,0.268990739000337
"220","HPE",6.07843137254902,0.739371534195933
"221","HLT",-4.6476547625564,0.107836084493052
"222","HOLX",-0.266414013587313,0
"223","HD",-23.3477182254197,0.594418693166436
"224","HON",4.31196735337898,0.476256522379312
"225","HRL",9.98134071871872,0.551314673452078
"226","HST",6.14086657791291,0.680658007978333
"227","HWM",25.461012617276,0.103145954181175
"228","HPQ",-21.7962445521781,0.857044909153239
"229","HUM",25.6731493363903,0.144179754769925
"230","HBAN",-3.0698889614631,1.044474393531
"231","HII",27.2918220986357,0.524690047605551
"232","IBM",22.2609556209921,1.12016290997632
"233","IEX",0.224006334133398,0.253025761122048
"234","IDXX",-29.4389492377334,0
"235","ITW",-6.8162961724947,0.584299740200264
"236","ILMN",-40.654218744905,0
"237","INCY",28.6676770903058,0
"238","IR",-10.1466387949894,0.0375164127271354
"239","INTC",-46.5971441639224,1.25042818600794
"240","ICE",-19.0950964506012,0.354775461163519
"241","IFF",-26.1311051701014,0.757434061016756
"242","IP",-22.8062780839339,1.27127958656121
"243","IPG",-5.54285428571428,0.877192955922778
"244","INTU",-39.5539681560715,0.197243640493302
"245","ISRG",-18.4626120037269,0
"246","IVZ",-19.4793934698218,1.01293108905879
"247","IPGP",-47.5116284883721,0
"248","IQV",-20.9436225871847,0
"249","IRM",16.2731896347637,1.12218999274837
"250","JBHT",-10.4970167982891,0.226193174082632
"251","JKHY",18.1151730839068,0.259946949602122
"252","J",-14.9073091620981,0.18908254019305
"253","SJM",17.8765868426965,0.66332833027695
"254","JNJ",9.70731585365854,0.628056921165595
"255","JCI",-15.1767644637663,0.520988389401608
"256","JPM",-17.5994595503009,0.749681391031422
"257","JNPR",0.837209302325581,0.645756457564576
"258","K",15.3664606679314,0.804362666785622
"259","KEY",-25.086214435939,1.17951675371213
"260","KEYS",-10.9069045930502,0
"261","KMB",-0.161741650882463,0.854197330172371
"262","KIM",-5.72276388300128,0.989208633093525
"263","KMI",15.625,1.5027027027027
"264","KLAC",-3.91086040884917,0.332770180384271
"265","KHC",15.4317419904242,1.01086681829669
"266","KR",2.77284814672369,0.561191428396657
"267","LHX",4.96980810539049,0.495575221238938
